US State,C1,C2,C3,C4,C5,C6,C7,C8,C9
Oklahoma,-0.749528076052409,0.18785832107884307,-0.0689977333041531,-0.31181143921805393,-0.014187468365791989,0.12882628077698446,0.14822597373767912,0.06557206763444759,-0.059127204524985745
Oregon,-0.9780738212036381,0.36341815066898797,-0.12858061018892009,-0.1593656648147617,0.07064082940564342,-0.0955768134320264,-0.029101328597092538,0.025519085921097723,0.043392451022738414
Pennsylvania,3.893308702398922,-0.7188989407478779,0.5006089324890433,0.1168690226273815,0.16982921835789502,-0.15520537872476792,-0.05729686181314814,0.06993305046733986,-0.023871225728154987
Rhode Island,-2.4086231071775286,-0.014339795944973366,-0.09947325992150857,0.05204909213380107,-0.10254471857285184,-0.0501858749393011,0.04085250203009899,-0.0007503024359258592,-0.0019885517435632247
South Carolina,-0.2841372666502708,0.22232307061036594,0.12299650150546124,0.05669050455164448,-0.12768605537758226,0.02088403874656472,0.04766931389700292,0.01859319342189282,0.025436062682256472
South Dakota,-2.447060445202884,0.062180859428752344,-0.15358906515409393,0.006346845533997558,-0.03598735883051398,-0.04716699574575639,-0.003442634456616314,-0.006682774120058299,-0.015612870302979937
Tennessee,0.8868790733798257,0.024458699422832096,-0.18271574538783542,-0.00639006674695719,0.059813187935126265,0.3138476639408934,-0.06403060899979389,-0.1391743488517145,-0.021029656015886074
Texas,7.69308239173909,0.6084678908153255,1.170118862523772,0.3501154021253272,0.3635964463612542,-0.11959672917385,0.16278042117414315,0.008424098265898294,-0.0380559979510733
Utah,-1.8229994235127331,0.22745452768489205,0.03703558762273934,0.08041132161494663,0.24611607554032286,-0.12761986561882793,-0.04169669270688775,0.03988510602872221,-0.056229317081981624
Vermont,-2.607021034569563,0.07732067444976395,-0.12952796037446956,0.0026590579305092454,-0.08728655077231263,-0.04914252851202133,0.0537489803026648,-0.018300024716645436,0.00820286656302557
Virginia,0.6733797124430668,-0.1500207477162401,0.35777944168220355,0.19478376305375691,0.05877371102302508,-0.16107038792480496,-0.0687694553209019,0.0624311296364344,0.06179695973231718
Washington,0.1629655498074608,0.6870959994443202,-0.4050606887211965,-0.14572723826261583,0.23208547658328793,-0.012089978111745905,0.047165655733247054,-0.08994854956691511,0.09756501461501994
West Virginia,-1.6651883160886076,-0.018430973220555646,-0.00820950051856667,-0.06206010378293733,-0.0722989079015002,0.04719164818878141,-0.03482332947692868,0.12247243742549027,-0.014054804650119258
Wisconsin,-0.1956399421039332,0.0737956314570945,0.00617494711207546,0.047574718836652305,0.06734264360722998,-0.004620936657905431,0.0536528043844219,-0.04398006408022936,0.05004443183651216
Wyoming,-2.6274950541901094,0.048817109142108295,-0.08695988874133609,0.006093724261499289,-0.019908062854776483,-0.04182756665270182,0.0013737494569190378,-0.010239670094328274,-0.016964334111525294
