US State,C1,C2,C3,C4,C5,C6,C7,C8,C9
Alabama,0.0009538562340603535,0.033470633819481156,0.0071052931128120925,0.08846433437271421,0.12130748623731412,4.980082010267762,0.008431061855492847,23.702206002009603,8.290888263897951
Alaska,1.6159144593755985,0.06246272272186916,0.04709165568992362,0.0041494325919242845,0.045304294872213026,1.6480421867485948,0.004206855482654761,0.0334423990567326,0.20795076315088284
Arizona,0.006159713538454532,4.462945660657778,0.3814297957119344,4.384663705404647,5.121603739262106,1.7268419911447752,1.8810041321680426,5.361296560119402,2.009216245229287
Arkansas,0.21522168379654724,0.003992111852888822,0.04635157692619443,0.010112775253456044,0.006678294582946059,2.7515027284033633,0.04797689041874246,3.927755184613526,4.6534754018868325
California,33.919395202617565,9.422957331462946,37.141641323552705,5.484712167873857,1.7541932919831413,1.1535447401069547,0.8244300849299785,0.6320547306688765,1.126810026605599
Colorado,0.14590410133752485,2.712095849207985,0.165075033194376,1.6641367727805338,13.326640731314939,0.01734288440032227,3.020347177684556,2.2864699127522834,0.31321447864392754
Connecticut,0.4663071224631864,0.3051239623640345,0.08881870663090957,0.15197603856503486,0.20701061538067858,0.3745030418967127,0.11536972370651713,1.5728518427681433,0.3255851363386345
Delaware,1.3337203772835087,0.005342940791476459,0.05600816646766074,0.11112127945048475,1.7534979948400318,0.6977617592585879,0.006498708195539295,0.14893441288613965,0.10432901924133219
District of Columbia,1.6557245416523412,0.0020340652998599566,0.16003565868942338,0.03441068149473099,1.179469424419137,1.7086954366458285,0.4566817408800079,0.004302660816325868,0.38144425453733316
Florida,12.763153209241144,0.3174269429710227,6.377828803150412,50.4788047356238,10.529151643392153,3.098342940001852,2.8426728391901412,2.5756080543605018,0.010851413497319768
Georgia,0.5970174296630187,0.29280903582334983,2.7553848568415873,3.8824524810073218,0.04507156092901308,1.7904383283950605,0.2173086906321008,0.7237490358197185,0.2363178686067366
Hawaii,1.0999591756799796,0.2890108533812972,1.1957432325950483,0.5650328145582428,0.11621960901683163,1.5685311927488415,5.114215231061577,1.094833565167893,3.1144979507953003
Idaho,1.0267604280143405,0.228916226817183,0.07693468564559401,0.09967692722298978,0.22507502636593082,0.32496247216642854,0.0002167718178606803,0.2991888168744692,0.1002739695471191
Illinois,1.8323942649858842,5.285683334105773,1.8779236027739221,3.8670872115201065,1.9586377912550175,0.341944428458662,5.934822102813434,2.958851317123115,0.8411800413578049
Indiana,0.08276166347099953,0.0057755588777031784,1.689422001741351,0.00840119243328479,0.4574591490351714,5.444708423609847,0.04210777401999504,7.948274937107531,0.36741666505527676
Iowa,0.40454562952149614,0.1621629063594556,0.48636875552574066,0.09622023589599529,0.4891304001007145,0.612705442330902,1.8968472695412117,0.12903069354925273,0.16018480282153655
Kansas,0.46815613438987924,0.0004192792586622406,0.0407719938510031,0.1162679931036765,0.05853245442893896,0.018687040642446216,1.3263474322538673,1.566599810566945,0.5588769843451203
Kentucky,0.02875773465825931,0.15598857080616862,0.4486280445816718,0.07784560126436893,0.1328960451760191,8.070796146274548,0.37708963627376074,4.256259152107803,2.4824919185515975
Louisiana,0.046398682975550144,0.005501713940720205,0.4445264240895232,1.4361722784379323,0.9050179968892741,0.24710486544150512,1.8638826442733412,0.4322242584840425,0.9743044319575116
Maine,1.0266815275088275,0.005377116301943405,0.04358022630024653,4.367003109642663e-05,0.28397468898442985,0.04524336828073173,0.12439169484021793,0.11879562729748984,0.46516636579364806
Maryland,0.07031349262264179,1.0349978374122157,0.03648787098934104,0.28554957865061326,1.2159189833085493,11.643418504613686,0.2780777317101972,0.33130114860384835,0.8401607587121013
Massachusetts,0.003754256038054356,2.959247978843535,0.019832502871995544,1.2830919464197148,0.012887842895007693,0.4386738727126269,1.9429291923959535,1.070955332314822,18.741759081076886
Michigan,1.1480071320637693,0.12341760378483888,0.37710736326454725,0.08045204490027755,0.7427884186137252,2.23224598731798,12.430342303577595,1.5004452595738853,1.5287927000817478
Minnesota,0.10308028292049178,1.4356287456040377,0.3510525390281444,0.03896645409730516,0.164233578483167,0.0041080580935459335,0.3192584652029536,0.5252282106755163,13.588374583051726
Mississippi,0.25172535780314687,0.09626231286082965,0.061538156676441996,0.7947596750130482,2.2079825117907603,0.48299903120102106,1.0125396078474582e-06,2.6718506325118434,3.420032911744005
Missouri,0.06432641331132995,0.2975308229384489,1.7578727796250941,0.6800621064468572,1.285661990561456,2.447784076089826,1.0192655954901901,2.0079125622658633,0.9082428263900649
Montana,1.2546620611764856,0.0632772755347976,0.024598333416134842,0.22559793120709873,0.14488629821384,0.3376291378202637,0.10480443543624192,0.00011677607337487158,0.2561028662452187
Nebraska,0.9198107088186467,0.0017666808962741758,0.27833273676274134,0.07462001613931457,0.4644979557895517,0.20255306067141035,0.03262233513426885,0.5326527623955564,0.02239123673512608
Nevada,0.5525756078502456,0.00018072690083784998,0.18932951252690694,0.9484541917584498,4.055882231215814,6.826551927823696e-05,0.3785247005574182,1.608232557460772,1.3029325884646328
New Hampshire,1.1806498135171206,0.014799906897412075,0.0798523754911938,0.03678267496667747,0.009540490102478556,0.3098382936242649,0.0701159352040622,2.1864425524182513e-05,0.07559705425216122
New Jersey,0.10445629257134093,2.143538116143637,0.30530910890269186,2.836751948283365,4.628911299202703,2.7588832396384007,14.88513377188461,0.39917317732955043,3.5317994476746057
New Mexico,0.8135708825149962,0.07044694078369712,0.0031474003828851683,0.15787561406162315,0.6803967059818266,0.6831982228963069,0.46224649427817094,3.0102881205260736,1.030390974424296
New York,4.793047431433009,46.87964113231623,11.346680194713421,4.766277361808509,11.743165494655194,0.0861469234103061,3.882636297435653,0.2882190547512012,0.023883656177826635
North Carolina,1.103562035296448,0.11133276553394851,0.4108748104031321,2.4780946896179628,0.09295997104480265,3.7431604717395635,19.638947348887488,2.0847611463899507,0.5164322599743071
North Dakota,1.4613847408859415,0.034247591247840346,0.12841418672770893,0.13034278016338738,0.2837516607774917,0.5688946838835507,0.010973974024526621,0.011785532633621615,0.3561824891465114
Ohio,2.646788733507343,0.1393580533354214,0.5108968001715252,0.29233679554667313,4.355600407358535,5.219157218870093,0.3413979411801474,2.0526614229274003,0.09014299707318617
Oklahoma,0.12797942906431034,0.4405492493765009,0.07134818406598309,3.5602589732889927,0.017615025042892772,2.4687858441249246,5.209601014798906,1.5696235806656715,3.341770952186428
Oregon,0.21792528734501435,1.6487196741737358,0.24777885492503335,0.9300087179286453,0.43670185030607467,1.3588752058484934,0.20080821376012264,0.23773218748428637,1.7998252927144822
Pennsylvania,3.453043413421655,6.451627430099751,3.7558692567439045,0.5001454545719002,2.5240518616613765,3.5833399920492726,0.7784263194159925,1.7853472676704782,0.5446925380610232
Rhode Island,1.3216061606379674,0.0025669625638988724,0.14829481903333652,0.09920277470122138,0.9202377557638824,0.37466013117772196,0.39572470125861553,0.00020550882259286977,0.003779860560582639
South Carolina,0.018391652566349028,0.6170248518481793,0.22672467810791583,0.11768419653467771,1.4267911060935259,0.06487889752322047,0.5388075117542225,0.1262018532969671,0.6184459642319566
South Dakota,1.3641236915681354,0.048266636193026236,0.3535361846823601,0.0014750724770975845,0.1133374405950037,0.3309412562417731,0.002810202797787209,0.016303142417367286,0.23300620726298188
Tennessee,0.1791815018970488,0.007467931268015523,0.5003400005295594,0.0014952309955561947,0.31308867082513636,14.652518609037886,0.9721451286963224,7.070923755784375,0.42273316832308083
Texas,13.48233533901608,4.621776315897881,20.519805379395677,4.4886933285404735,11.569449972929355,2.1277131885629372,6.282900399713233,0.02590625324350118,1.384357368850353
Utah,0.7570724112152064,0.6458367661076048,0.020556622294262247,0.23677285030381592,5.300946430084329,2.4227636369188734,0.4122484747123481,0.5807366834475698,3.0222306424462166
Vermont,1.5482939901911454,0.07463196210332321,0.25144345213764613,0.00025891254884405113,0.6667578184581457,0.3592439619539094,0.6850090328411303,0.12225344635371771,0.06431811094662666
Virginia,0.10329621616800007,0.2809546624939384,1.9184215345038562,1.3893222967800283,0.3023010664028601,3.8592764566249533,1.121365030454069,1.4228533626415756,3.650364274099854
Washington,0.0060500082922209635,5.8934341064289875,2.4589713593902767,0.7776406794369121,4.7137807742374935,0.02174330260124347,0.5274819376339178,2.9535619711269567,9.098927709511102
West Virginia,0.6316711869962585,0.004240627530729708,0.0010100590077013962,0.14103356925806168,0.4574429375863521,0.33128728814017316,0.2875387783198001,5.475634871049537,0.18882157420882933
Wisconsin,0.00871925559688068,0.06798215053670599,0.0005714520055879878,0.082880042042783,0.39687502934206015,0.003176395057636123,0.6825597796705644,0.706105304112849,2.3939413854086538
Wyoming,1.5727082752845436,0.029749365522126998,0.11333165415098165,0.001359762623882091,0.03468418221058049,0.2602553588111591,0.00044747719484409957,0.03827627687391688,0.27509051810268265
